,Endereços,Identificador
12716,"""idmobile-bill-update.com""","""domain"""
12717,"""idobeamolax.com""","""domain"""
12718,"""idola.net.id""","""hostname"""
12719,"""ifibybo.cluster028.hosting.ovh.net""","""hostname"""
12720,"""iframejld.avent-media.fr""","""hostname"""
12721,"""ifunsjd10.web.app""","""hostname"""
12722,"""ifyufyujk.quip.com""","""hostname"""
12723,"""ignite-tutoring.co.uk""","""hostname"""
12724,"""igotinnovative.com""","""domain"""
12725,"""igsolthermsolar.blogspot.com""","""hostname"""
12726,"""ikbankmoney.carpetcleaningwestgeorgia.com""","""hostname"""
12727,"""iko-pkobpi.com""","""domain"""
12728,"""iko-secure.com""","""domain"""
12729,"""ikpumariana12.firebaseapp.com""","""hostname"""
12730,"""ikpumariana12.web.app""","""hostname"""
12731,"""ikpumariana2.firebaseapp.com""","""hostname"""
12732,"""ikpumariana2.web.app""","""hostname"""
12733,"""ikpumariana28.firebaseapp.com""","""hostname"""
12734,"""ikpumariana28.web.app""","""hostname"""
12735,"""ikpumariana45.web.app""","""hostname"""
12736,"""ikpumariana7.firebaseapp.com""","""hostname"""
12737,"""ikpumariana7.web.app""","""hostname"""
12738,"""im-creator.com""","""domain"""
12739,"""imageefoto.000webhostapp.com""","""hostname"""
12740,"""imobiliaria-cardinali-com-br.blogspot.com""","""hostname"""
12741,"""impots-gouv-finance.com""","""domain"""
12742,"""improvproject.com""","""domain"""
12743,"""imtokenmart.com""","""domain"""
12744,"""incandescent-dragon-824eca.netlify.app""","""hostname"""
12745,"""incoming-fax-document.myportfolio.com""","""hostname"""
12746,"""indigoswap.io""","""domain"""
12747,"""infinitecharts.com""","""domain"""
12748,"""infitogroup.com""","""domain"""
12749,"""inflixty.rf.gd""","""hostname"""
12750,"""info.dnb.no""","""hostname"""
12751,"""info.ozanom.com""","""hostname"""
12752,"""informations-ve-b173b8.ingress-baronn.ewp.live""","""hostname"""
12753,"""informations.recovery.confiryourpage.workers.dev""","""hostname"""
12754,"""informationtaxcase.page.link""","""hostname"""
12755,"""infosuporten.nbdsjfhdsfju4863jdfhk.shop""","""hostname"""
12756,"""ingaveiculos.creatorlink.net""","""hostname"""
12757,"""inggrestuya365.hostfree.pw""","""hostname"""
12758,"""ingusph.com""","""domain"""
12759,"""injazrest.com""","""domain"""
12760,"""inmobiliariaalfa.cl""","""domain"""
12761,"""innovation-evotik.web.app""","""hostname"""
12762,"""inpost-mxbo.order77711902.info""","""hostname"""
12763,"""inpost-order.link""","""domain"""
12764,"""inpost-pl-zai.accept8145.me""","""hostname"""
12765,"""inpost-pl.reserv-id-728283.xyz""","""hostname"""
12766,"""inpost-polska-bi.order77711902.info""","""hostname"""
12767,"""inpost-polska-cf.order0912401.info""","""hostname"""
12768,"""inpost-polska-sjk.order77711902.info""","""hostname"""
12769,"""inpost-rghl.2584902.me""","""hostname"""
12770,"""inpost.productpaydispatch.xyz""","""hostname"""
12771,"""inps-ep.com""","""domain"""
12772,"""instagram.landelonline.com""","""hostname"""
12773,"""instant-meta-mask-active-nelify.live""","""domain"""
12774,"""insurance2019.moneynet.com.tw""","""hostname"""
12775,"""insured-advantage.com""","""domain"""
12776,"""int3eractivebrokers.com""","""domain"""
12777,"""inteficoshaban.epizy.com""","""hostname"""
12778,"""integratedweb3mainnet.pro""","""domain"""
12779,"""interactivebrokersx.com""","""domain"""
12780,"""interactivebrokrers.com""","""domain"""
12781,"""interactivebrolkers.com""","""domain"""
12782,"""interadtivebrokers.com""","""domain"""
12783,"""interbank-bancaporinternet-pe.web.app""","""hostname"""
12784,"""interbank-ingresa.web.app""","""hostname"""
12785,"""interbank-personas.web.app""","""hostname"""
12786,"""interbank-peru.web.app""","""hostname"""
12787,"""interbank-prestamos-pe.web.app""","""hostname"""
12788,"""interbankempresahomeweb.gemsaweb.com""","""hostname"""
12789,"""interbranks.prepa55.mx""","""hostname"""
12790,"""international-c.hostfree.pw""","""hostname"""
12791,"""internationaldealscompany.com""","""domain"""
12792,"""intexargentina.com.ar""","""hostname"""
12793,"""inthewildproductions.com""","""domain"""
12794,"""ionos-mein.webmail.de.flick-fix.de""","""hostname"""
12795,"""ionos2.fra1.digitaloceanspaces.com""","""hostname"""
12796,"""ionos3f.fra1.digitaloceanspaces.com""","""hostname"""
12797,"""ionosfdg.fra1.digitaloceanspaces.com""","""hostname"""
12798,"""ionserver.de3flcjs5eew5.amplifyapp.com""","""hostname"""
12799,"""ioooksrare.org""","""domain"""
12800,"""ip-92-205-18-61.ip.secureserver.net""","""hostname"""
12801,"""ipfs.fleek.co""","""hostname"""
12802,"""ipfs.io""","""domain"""
12803,"""ipixacademy.com""","""domain"""
12804,"""iplogger.info""","""domain"""
12805,"""ipvpn055172.netvigator.com""","""hostname"""
12806,"""iq-repair.com""","""domain"""
12807,"""iqcualerts.com""","""domain"""
12808,"""irelandsissuesmagazine.com""","""domain"""
12809,"""irs-claim-onlinetax.com""","""domain"""
12810,"""irs-federalgovtaxs.001www.com""","""hostname"""
12811,"""irs-finance-tax-payment.com""","""domain"""
12812,"""irs-privacyfinancailpolice.com""","""domain"""
12813,"""irs-privacyfinancial.001www.com""","""hostname"""
12814,"""irs-tax-information-policy-gov.com""","""domain"""
12815,"""irs-ticket.com""","""domain"""
12816,"""irsprofile-taxmanage.com""","""domain"""
12817,"""irugrko.weebly.com""","""hostname"""
12818,"""ishr.cm""","""domain"""
12819,"""israpunes.com""","""domain"""
12820,"""it-europe564598-com.filesusr.com""","""hostname"""
12821,"""it-techgroup.com""","""domain"""
12822,"""itsmdshahin.github.io""","""hostname"""
12823,"""itsssl.com""","""domain"""
12824,"""ivfcentreinindia.com""","""domain"""
12825,"""ivresse.com""","""domain"""
12826,"""ixermeshiper.xyz""","""domain"""
12827,"""iyoga.yoga""","""domain"""
12828,"""j0b.co""","""domain"""
12829,"""j7ufr-hiaaa-aaaad-qcbka-cai.ic.fleek.co""","""hostname"""
12830,"""jacobliston.com""","""domain"""
12831,"""jajaja2121.byethost31.com""","""hostname"""
12832,"""jam-023d.gitlab.io""","""hostname"""
12833,"""james8.aidaform.com""","""hostname"""
12834,"""jamesstevenpost.com""","""domain"""
12835,"""jansen.direcionare.com""","""hostname"""
12836,"""jasa-bg-kakon-keman-aj-45676748767.web.id""","""hostname"""
12837,"""javarockingland.com""","""domain"""
12838,"""jefigscredit.co.ke""","""hostname"""
12839,"""jennipricephotography.com""","""domain"""
12840,"""jetser-electrical-supply.business.site""","""hostname"""
12841,"""jett.gator.site""","""hostname"""
12842,"""jflkp.csb.app""","""hostname"""
12843,"""jhjfg.ck3xfprtp.cn""","""hostname"""
12844,"""jhsvalbvs.hostfree.pw""","""hostname"""
12845,"""jimbarancapemallser.nerdpol.ovh""","""hostname"""
12846,"""jio-giga-fiber-scale-repair-service.business.site""","""hostname"""
12847,"""jivo.chat""","""domain"""
12848,"""jjlnbh.lxlab.pt""","""hostname"""
12849,"""jkolawnservice.com""","""domain"""
12850,"""jkopkobppl.com""","""domain"""
12851,"""joannschreiber.com""","""domain"""
12852,"""joecamera.net""","""domain"""
12853,"""jolly-sabaa.topijerami.workers.dev""","""hostname"""
12854,"""jolly-silence-1521.on.fleek.co""","""hostname"""
12855,"""jonathanphelpsclarioscom.socalphotoexperts.com""","""hostname"""
12856,"""jow-japan.or.jp""","""hostname"""
12857,"""joyeriajireh.com.mx""","""hostname"""
12858,"""jp-raku-ten-akuntos.net""","""domain"""
12859,"""jtbtigers.com""","""domain"""
12860,"""juanesteba.xiaopangkj.space""","""hostname"""
12861,"""juliegr.com""","""domain"""
12862,"""junhocomhiper.com""","""domain"""
12863,"""justgot.gonevis.com""","""hostname"""
12864,"""justlighttechnology.justlight.net""","""hostname"""
12865,"""justsayingbro.com""","""domain"""
12866,"""jworks-d3ef6.firebaseapp.com""","""hostname"""
12867,"""jworks-d3ef6.web.app""","""hostname"""
12868,"""jyeue43rm95p.clickfunnels.com""","""hostname"""
12869,"""jz2bab.webwave.dev""","""hostname"""
12870,"""k12inc-my.sharepoint.com""","""hostname"""
12871,"""k19mar36uq.mncdn.com""","""hostname"""
12872,"""k3ja6d.webwave.dev""","""hostname"""
12873,"""k4dn97dck1b1ps.wb7cd-197f.oxinease.us""","""hostname"""
12874,"""kaamwalibais.co.in""","""hostname"""
12875,"""kafkasariotel.com""","""domain"""
12876,"""kaharaerad.web.app""","""hostname"""
12877,"""kakasoufatre.blogspot.com""","""hostname"""
12878,"""kakiratc.go.ug""","""hostname"""
12879,"""kangaroopunchclub.com""","""domain"""
12880,"""karafuuru.xyz""","""domain"""
12881,"""kardiologiebadkissingen.clickfunnels.com""","""hostname"""
12882,"""kargonova.com""","""domain"""
12883,"""kartaltepespor.com""","""domain"""
12884,"""kasba.in""","""domain"""
12885,"""katabitc.go.ug""","""hostname"""
12886,"""katanaroninchains.com""","""domain"""
12887,"""kazirbazar.com""","""domain"""
12888,"""kdlscaffolding.co.uk""","""hostname"""
12889,"""keadaancus.topijerami.workers.dev""","""hostname"""
12890,"""keap.app""","""domain"""
12891,"""kecc.com""","""domain"""
12892,"""kecmanijada.com""","""domain"""
12893,"""keep-passw0rd-supp0rt20211129-0106.supp0rtaaqkadq2zgnizte3ltbly2etnge5y",
12894,"""keepboxactive-msoe3e3-osd2rrf432-d342f4-3f34e32edetferef.pages.dev""","""ho"
12895,"""kek-technik.com""","""domain"""
12896,"""kenpong.com""","""domain"""
12897,"""kernplus.com""","""domain"""
12898,"""keto-diet.org""","""domain"""
12899,"""key-drcp.com""","""domain"""
12900,"""kghm-invest.web.app""","""hostname"""
12901,"""khalidouhdane.com""","""domain"""
12902,"""kil.pages.dev""","""hostname"""
12903,"""kisiyeozelkartvizit.com""","""domain"""
12904,"""kissapps.io""","""domain"""
12905,"""kissmyball.com""","""domain"""
12906,"""kiwutisy.cyon.site""","""hostname"""
12907,"""kjbahfuydfsd9asdyf.com""","""domain"""
12908,"""kkctalenthub.com""","""domain"""
12909,"""klockorochsmycken.se""","""domain"""
12910,"""kmct.edu.in""","""hostname"""
12911,"""know-paths.com""","""domain"""
12912,"""knowing-luminous-belt.glitch.me""","""hostname"""
12913,"""kobe-denki.co.jp""","""hostname"""
12914,"""koerich-c-empresarial.com""","""domain"""
12915,"""koji.to""","""domain"""
12916,"""komur.sehitkamilsydv.org.tr""","""hostname"""
12917,"""kone-ali123-mon-site-web-cheetah-5.cheetah.builderall.com""","""hostname"""
12918,"""kooimanbeveiliging.nl""","""domain"""
12919,"""koteng.odoo.com""","""hostname"""
12920,"""kr-bithumb.web.app""","""hostname"""
12921,"""kramiss0865.wixsite.com""","""hostname"""
12922,"""kranz21.exat.eu""","""hostname"""
12923,"""krishss0000.wixsite.com""","""hostname"""
12924,"""krupije.com""","""domain"""
12925,"""kuchkuchnights.com""","""domain"""
12926,"""kulgn.weblium.site""","""hostname"""
12927,"""kumkumbhagya.su""","""domain"""
12928,"""kutt.it""","""domain"""
12929,"""kvx.47.ebrutour.com.tr""","""hostname"""
12930,"""kwarransragen.sragen.pramukajateng.or.id""","""hostname"""
12931,"""kyleosburn.com""","""domain"""
12932,"""l-123movies.com""","""domain"""
12933,"""l.wl.co""","""hostname"""
12934,"""l0g0n-1654546-ve.hostfree.pw""","""hostname"""
12935,"""lagunamusic.com.br""","""hostname"""
12936,"""laiserhillacademy.com""","""domain"""
12937,"""landcredi.com""","""domain"""
12938,"""larindbr.creatorlink.net""","""hostname"""
12939,"""larvalab.to""","""domain"""
12940,"""laser-101.com""","""domain"""
12941,"""lasfarolas.digitalizado.ar""","""hostname"""
12942,"""lasyaja.github.io""","""hostname"""
12943,"""late-rice-0fc8.regan21.workers.dev""","""hostname"""
12944,"""late-shadow-1000.on.fleek.co""","""hostname"""
12945,"""latinotravel.cz""","""domain"""
12946,"""lattassq.hyperphp.com""","""hostname"""
12947,"""laubros.com""","""domain"""
12948,"""launchpad-seedify.eu""","""domain"""
12949,"""launchpad.marketmaking.pro""","""hostname"""
12950,"""lbt.recevoirtransac.com""","""hostname"""
12951,"""ldp.page""","""domain"""
12952,"""le-diablotin-rouen.com""","""domain"""
12953,"""le-site-web-de-lapostenet1.yolasite.com""","""hostname"""
12954,"""leadspro.com.br""","""hostname"""
12955,"""learningimpactmodel.com""","""domain"""
12956,"""leboncoin-nnnn.hopto.org""","""hostname"""
12957,"""leboncon-sale-transaction-2926503910.fr""","""domain"""
12958,"""lenagruessdich.net""","""domain"""
12959,"""lenkaspares.com""","""domain"""
12960,"""levelupflip.com""","""domain"""
12961,"""leviathandesign.com.au""","""hostname"""
12962,"""lfksnalsdnlasdjl.hostfree.pw""","""hostname"""
12963,"""lg-onecom-io.web.app""","""hostname"""
12964,"""lienquan.garenia.vn""","""hostname"""
12965,"""life-aid.in""","""domain"""
12966,"""life-style-clinics.com""","""domain"""
12967,"""limit-orders-v2.onrender.com""","""hostname"""
12968,"""linea.officelive.repl.co""","""hostname"""
12969,"""lingering-unit-2531.on.fleek.co""","""hostname"""
12970,"""link.gmreg5.net""","""hostname"""
12971,"""link.pipefy.com""","""hostname"""
12972,"""linkpop.com""","""domain"""
12973,"""little-wood-23ca.abssupdatedlogin.workers.dev""","""hostname"""
12974,"""liufgh.sdc3fubnb.cn""","""hostname"""
12975,"""liusanchuan.github.io""","""hostname"""
12976,"""live-site.hopto.me""","""hostname"""
12977,"""livelopontobb.online""","""domain"""
12978,"""lively.marbauttulo.workers.dev""","""hostname"""
12979,"""livenmitac-my.sharepoint.com""","""hostname"""
12980,"""llilll.web.app""","""hostname"""
12981,"""lloydsbank.secure-personal-device-login.com""","""hostname"""
12982,"""llyhugx.cluster028.hosting.ovh.net""","""hostname"""
12983,"""lnterbacnsko.precondominium.com""","""hostname"""
12984,"""lnterbanksocietybanks.lookdentists.com""","""hostname"""
12985,"""lnterbanlkweb.jcllq.com""","""hostname"""
12986,"""localizzan2-6.com""","""domain"""
12987,"""lod-mp-it.amisdesviaducs.com""","""hostname"""
12988,"""lofon-add.firebaseapp.com""","""hostname"""
12989,"""login-aplus.zsacsz.com""","""hostname"""
12990,"""login-authy7tpd6mea4cjfq2zq4q11svmq3m6wkllbwzdvmo4tai.website.yandexclo",
12991,"""login-inv-folder-file-view.firebaseapp.com""","""hostname"""
12992,"""login-inv-folder-file-view.web.app""","""hostname"""
12993,"""login-ksr38vot5ruv9ht5ml9cz93b64nin5uolrsds9sky83.website.yandexcloud.n",
12994,"""login-live.com-s02.net""","""hostname"""
12995,"""login-micro-docu-file-folder.firebaseapp.com""","""hostname"""
12996,"""login-micro-docu-file-folder.web.app""","""hostname"""
12997,"""login-micro-drive-file-folder.firebaseapp.com""","""hostname"""
12998,"""login-micro-drive-file-folder.web.app""","""hostname"""
12999,"""login-micro-drive-file-share-1.firebaseapp.com""","""hostname"""
13000,"""login-micro-drive-file-share-1.web.app""","""hostname"""
13001,"""login-micro-drive-file-share-2.firebaseapp.com""","""hostname"""
13002,"""login-micro-drive-file-share-2.web.app""","""hostname"""
13003,"""login-micro-drive-file-share-3.firebaseapp.com""","""hostname"""
13004,"""login-micro-drive-file-share-3.web.app""","""hostname"""
13005,"""login-micro-drive-file-share-4.firebaseapp.com""","""hostname"""
13006,"""login-micro-drive-file-share-4.web.app""","""hostname"""
13007,"""login-micro-drive-file-share-5.firebaseapp.com""","""hostname"""
13008,"""login-micro-drive-file-share-5.web.app""","""hostname"""
13009,"""login-micro-drive-folder-view.firebaseapp.com""","""hostname"""
13010,"""login-micro-drive-folder-view.web.app""","""hostname"""
13011,"""login-micro-drive-pdf-point.firebaseapp.com""","""hostname"""
13012,"""login-micro-drive-pdf-point.web.app""","""hostname"""
13013,"""login-micro-file-view-folder-1.firebaseapp.com""","""hostname"""
13014,"""login-micro-file-view-folder-1.web.app""","""hostname"""
13015,"""login-micro-file-view-folder-2.firebaseapp.com""","""hostname"""
13016,"""login-micro-file-view-folder-2.web.app""","""hostname"""
13017,"""login-micro-file-view-folder-3.firebaseapp.com""","""hostname"""
13018,"""login-micro-file-view-folder-3.web.app""","""hostname"""
13019,"""login-micro-file-view-folder-4.firebaseapp.com""","""hostname"""
13020,"""login-micro-file-view-folder-4.web.app""","""hostname"""
13021,"""login-micro-file-view-folder.firebaseapp.com""","""hostname"""
13022,"""login-micro-file-view-folder.web.app""","""hostname"""
13023,"""login-micro-folder-agl-coa.firebaseapp.com""","""hostname"""
13024,"""login-micro-folder-agl-coa.web.app""","""hostname"""
13025,"""login-micro-id-file-storage.firebaseapp.com""","""hostname"""
13026,"""login-micro-id-file-storage.web.app""","""hostname"""
13027,"""login-micro-share-file-folder.firebaseapp.com""","""hostname"""
13028,"""login-micro-share-file-folder.web.app""","""hostname"""
13029,"""login-micrsoft-onedrive-signin.sansiro324wnet.ru""","""hostname"""
13030,"""login-net-micro-inv-folder.firebaseapp.com""","""hostname"""
13031,"""login-net-micro-inv-folder.web.app""","""hostname"""
13032,"""login-share-file-folder-view.firebaseapp.com""","""hostname"""
13033,"""login-share-file-folder-view.web.app""","""hostname"""
13034,"""login-u4vbxnfnqpfwav2l9t01osrwp3oslph42xvlcr721rk.website.yandexcloud.n",
13035,"""login-view-file-share-folder.firebaseapp.com""","""hostname"""
13036,"""login-view-file-share-folder.web.app""","""hostname"""
13037,"""login-view-share-folder-file.firebaseapp.com""","""hostname"""
13038,"""login-view-share-folder-file.web.app""","""hostname"""
13039,"""login-viewsnet.jp.xakdjwa.xyz""","""hostname"""
13040,"""login-visam.co.jp.cardlng.xyz""","""hostname"""
13041,"""login-vlsa.co.jp.linang.xyz""","""hostname"""
13042,"""login-zghivnbzn00fnpg5wo7oyutjtspl857snonwo843.website.yandexcloud.net""",
13043,"""login.eki-net.ckvosmv.top""","""hostname"""
13044,"""login1.sitelio.me""","""hostname"""
13045,"""loginmicro-adobe.on.fleek.co""","""hostname"""
13046,"""loginmicrosoftonline-remittancedeposit.myportfolio.com""","""hostname"""
13047,"""loginmicrosoftonlinens.myportfolio.com""","""hostname"""
13048,"""loginmicrosoftonlineproposal.myportfolio.com""","""hostname"""
13049,"""loginprim2.sslblindado.com""","""hostname"""
13050,"""lolosamarte.blogspot.com""","""hostname"""
13051,"""lomadesarrollos.mx""","""domain"""
13052,"""lomksrare.org""","""domain"""
13053,"""long-math-2485.on.fleek.co""","""hostname"""
13054,"""lookatmynewphotos.com""","""domain"""
13055,"""lookrare.website""","""domain"""
13056,"""lookserra.org""","""domain"""
13057,"""looksrare.cx""","""domain"""
13058,"""looksrare.is""","""domain"""
13059,"""losfhep.xyz""","""domain"""
13060,"""lot-lp-x.web.app""","""hostname"""
13061,"""lovitee.ipq.co""","""hostname"""
13062,"""lp.vireiachavedigital.com.br""","""hostname"""
13063,"""lp.vp4.me""","""hostname"""
13064,"""lps.doja-marketing.com""","""hostname"""
13065,"""lsdaeszzxsa.hostfree.pw""","""hostname"""
13066,"""lsdxztzrx.liveblog365.com""","""hostname"""
13067,"""lt27.de""","""domain"""
13068,"""luboscaratostore.com""","""domain"""
